CMS750_4.mps  252
co-100.mps  2639942.06
cod105.mps  -12
comp07-2idx.mps  6
comp08-2idx.mps  37
comp12-2idx.mps  291
comp16-3idx.mps  18
comp21-2idx.mps  74
control30-3-2-3.mps  -17.25658927
control30-5-10-4.mps  Infeasible
core2536-691.mps  689
core2586-950.mps  946
core4284-1064.mps  1063.0
core4872-1529.mps  1530.0
cost266-UUE.mps  25148940.56
cryptanalysiskb128n5obj14.mps  Infeasible
cryptanalysiskb128n5obj16.mps  0
csched007.mps  351
csched008.mps  173
csched010.mps  408
cvrpa-n64k9vrpi.mps  2042.0
cvrpb-n45k5vrpi.mps  775
cvrpp-n16k8vrpi.mps  450
cvrpsimple2i.mps  34
cvs08r139-94.mps  -116
cvs16r106-72.mps  -81
cvs16r128-89.mps  -97
cvs16r70-62.mps  -42
cvs16r89-60.mps  -65
d20200.mps  12240
dale-cta.mps  0
dano3_3.mps  576.344633
dano3_5.mps  576.924916
dano3mip.mps  664.0208333333334
danoint.mps  65.66666667
datt256.mps  NA
dc1c.mps  1767903.65
dc1l.mps  1759050.4901
dcmulti.mps  188182
decomp1.mps  -120
decomp2.mps  -160
dell.mps  Infeasible
dfn-bwin-DBE.mps  73623.79
dg012142.mps  2300867
diameterc-mstc-v20a190d5i.mps  414
diameterc-msts-v40a100d5i.mps  729
disctom.mps  -5000
dlr1.mps  2708148.95990256
dlr2.mps  18311711.89666227
dolom1.mps  6609253
drayage-100-12.mps  94941.58911
drayage-100-23.mps  103333.8741
drayage-25-23.mps  101282.647
drayage-25-27.mps  102183.5053
drayage-25-32.mps  91395.84915
ds.mps  93.52
ds-big.mps  195.498997075249
dsbmip.mps  -305.198175
dws008-01.mps  37412.60459
dws008-03.mps  62831.76335
dws012-01.mps  82030.55222223999
dws012-02.mps  126211.9341071
dws012-03.mps  140473.60932083728
eil33-2.mps  934.007916
eilA101-2.mps  880.920108
eilC76-2.mps  762.514782
ej.mps  25508
elitserienhandball11i.mps  3
elitserienhandball13i.mps  5
elitserienhandball14i.mps  2
elitserienhandball3i.mps  4
enlight11.mps  Infeasible
enlight4.mps  Infeasible
enlight8.mps  27
enlight9.mps  Infeasible
enlight_hard.mps  37
eva1aprime5x5opt.mps  -17.94807560443689
eva1aprime6x6opt.mps  -16.31528287738903
ex10.mps  100
ex1010-pi.mps  234.0
ex9.mps  81
exp-1-500-5-5.mps  65887
f2000.mps  1810.0
f2gap201600.mps  76453
f2gap401600.mps  82307
f2gap40400.mps  20772
f2gap801600.mps  86678.99998
fast0507.mps  174
fastxgemm-n2r6s0t2.mps  230
fastxgemm-n2r7s4t1.mps  42
fastxgemm-n3r21s3t6.mps  4110.99800117485
fastxgemm-n3r22s4t6.mps  3101.998498499999
fastxgemm-n3r23s5t6.mps  3089.997998
fhnw-binpack4-18.mps  Infeasible
fhnw-binpack4-4.mps  Infeasible
fhnw-binpack4-48.mps  0
fhnw-binpack4-58.mps  NA
fhnw-binpack4-77.mps  NA
fhnw-binschedule0.mps  16122.0
fhnw-binschedule1.mps  55198.0
fhnw-binschedule2.mps  2428
fhnw-schedule-paira100.mps  -15.1131226682367
fhnw-schedule-paira200.mps  -19.157058350349338
fhnw-schedule-paira400.mps  -35.4988125672093
fhnw-schedule-pairb200.mps  -19.24094384259708
fhnw-schedule-pairb400.mps  -35.45718061898704
fhnw-sq2.mps  0
fhnw-sq3.mps  Infeasible
fiball.mps  138
fiber.mps  405935.18
fillomino7x7-0i.mps  0
fjspeasy01i.mps  253
flugpl.mps  1201500
flugplinf.mps  Infeasible
g200x740.mps  44316
g503inf.mps  Infeasible
gasprod1-1.mps  291.51163698498203
gasprod1-2.mps  983.0394883
gasprod1-3.mps  2310.099313
gasprod2-1.mps  1628548.297
gasprod2-2.mps  1375631.663
gen.mps  112313.3627
gen-ip002.mps  -4783.733392
gen-ip016.mps  -9476.155197
gen-ip021.mps  2361.454195
gen-ip036.mps  -4606.67961
gen-ip054.mps  6840.965642
genus-g31-8.mps  -23
genus-g61-25.mps  -34
genus-sym-g31-8.mps  -21
genus-sym-g62-2.mps  -34.0
genus-sym-grafo5708-48.mps  -21
ger50-17-ptp-pop-3t.mps  5224.5144
ger50-17-ptp-pop-6t.mps  8942.6328
ger50-17-trans-dfn-3t.mps  3969.4334
ger50-17-trans-pop-3t.mps  4038.441
ger50_17_trans.mps  7393.2618
germanrr.mps  47095869.65
germany50-UUM.mps  628490
gfd-schedulen180f7d50m30k18.mps  1
gfd-schedulen180f7d50m30k18-16i.mps  47
gfd-schedulen25f5d20m10k3i.mps  5
gfd-schedulen55f2d50m30k3i.mps  6
ghoulomb4-9-10i.mps  44
glass-sc.mps  23
glass4.mps  1200012600
gmu-35-40.mps  -2406733.369
gmu-35-50.mps  -2607958.33
gmut-75-50.mps  -14180699.05
gmut-76-40.mps  -14169441.78
gmut-76-50.mps  -14171893.7789212
gr4x6.mps  202.35
graph20-20-1rand.mps  -9
graph20-80-1rand.mps  -6
graph40-20-1rand.mps  -15
graph40-40-1rand.mps  -9
graph40-80-1rand.mps  -7
graphdraw-domain.mps  19685.99998
graphdraw-gemcutter.mps  7118.5
graphdraw-grafo2.mps  72118.5
graphdraw-mainerd.mps  39852.99999999995
graphdraw-opmanager.mps  103535.4999999998
gsvm2rl11.mps  18121.63800478
gsvm2rl12.mps  22.12011638092
gsvm2rl3.mps  0.33652753
gsvm2rl5.mps  5.423053525
gsvm2rl9.mps  7438.181167768
gt2.mps  21166
gus-sch.mps  -1167
h50x2450.mps  32906.88083
h80x6320.mps  3700
h80x6320d.mps  6382.099048
hanoi5.mps  1931
haprp.mps  3673280.681
hawaiiv10-130.mps  52425028.94
hgms-det.mps  -47314.08587
hgms30.mps  -44338.3173275985
hgms62.mps  -44837.24534313961
highschool1-aigio.mps  0
hypothyroid-k1.mps  -2851
ic97_potential.mps  3941.999931
ic97_tension.mps  3942
icir97_potential.mps  6325
icir97_tension.mps  6375
iis-glass-cov.mps  21
iis-hc-cov.mps  17
in.mps  58
irish-electricity.mps  3723497.591
irp.mps  12159.49284
istanbul-no-cutoff.mps  204.081707
ivu06.mps  142.86
ivu06-big.mps  140.74
ivu52.mps  481.0068
ivu59.mps  931.0
k16x240b.mps  11393
k1mushroom.mps  -3288
k1mushroomi.mps  -3288
khb05250.mps  106940226
kosova1.mps  293.0
kottenpark09.mps  1715.0
l2p12.mps  5
l2p1i.mps  6
l2p2i.mps  8
lectsched-1.mps  0
lectsched-2.mps  0
lectsched-3.mps  0
lectsched-4-obj.mps  4
lectsched-5-obj.mps  24
leo1.mps  404227536.2
leo2.mps  404077441.1
liu.mps  1084.0
loopha13.mps  6.40233
lotsize.mps  1480195
lr1dr02vc05v8a-t360.mps  123046.8149370308
lr1dr04vc05v17a-t360.mps  252463.3952194264
lr1dr12vc10v70b-t360.mps  1166516.57270949
lr2-22dr3-333vc4v17a-t60.mps  NA
lrn.mps  44479255.12
mad.mps  0.0268
manna81.mps  -13164
map06.mps  -289
map10.mps  -495
map14860-20.mps  -922
map16715-04.mps  -111
map18.mps  -847
mappingmesh3x3mpeg2i.mps  905
mario-t-hard5i.mps  -4482
maritime-jg3d9.mps  Infeasible
markshare1.mps  1
markshare2.mps  1
markshare_4_0.mps  1
markshare_5_0.mps  1
mas74.mps  11801.18572
mas76.mps  40005.05399
maxgasflow.mps  -44565819158
mc11.mps  11689
mc7.mps  3417
mc8.mps  1566
mcsched.mps  211913
mik-250-20-75-1.mps  -49716
mik-250-20-75-2.mps  -50768
mik-250-20-75-3.mps  -52242
mik-250-20-75-4.mps  -52301
mik-250-20-75-5.mps  -51532
milo-v12-6-r1-58-1.mps  634081.4112
milo-v12-6-r1-75-1.mps  1153756.39820567
milo-v12-6-r2-40-1.mps  326481.1428
milo-v13-4-3d-3-0.mps  273238.0856
milo-v13-4-3d-4-0.mps  358152.2621937089
mine-166-5.mps  -566395707.9
mine-90-10.mps  -784302337.6
mining.mps  -833555203.4089005
minutedispatchstrategy.mps  3109.903477759654
misc04inf.mps  Infeasible
misc05inf.mps  Infeasible
misc07.mps  2810
mitre.mps  115155
mkc.mps  -563.84601
mkc1.mps  -607.20703
mod008inf.mps  Infeasible
mod010.mps  6548
mod011.mps  -54558535.59
moj-mining.mps  -1256561010
momentum1.mps  109143.4935
momentum2.mps  12314.1
momentum3.mps  173202.1864147565
mrcpspj30-15-5i.mps  24
mrcpspj30-17-10i.mps  26
mrcpspj30-53-3i.mps  34
msc98-ip.mps  19839497.01
mspsphard01i.mps  35
mspsphard03i.mps  30
mtest4ma.mps  52148
mushroom-best.mps  0.055333761
mzzv11.mps  -21718
mzzv42z.mps  -20540
n13-3.mps  13385
n2seq36f.mps  52200
n2seq36q.mps  52200
n3700.mps  1218974.9999999998
n3705.mps  1212657.0
n3707.mps  1186691.0
n3709.mps  1207965.0
n370b.mps  1225077.0
n3div36.mps  130800
n3seq24.mps  52200
n5-3.mps  8105
n6-3.mps  15174.9993
n7-3.mps  15426
n9-3.mps  14409
nag.mps  945
nb10tb.mps  13796452423.08137
neos-1061020.mps  -142745.3
neos-1067731.mps  1025102
neos-1122047.mps  161
neos-1140050.mps  Infeasible
neos-1171448.mps  -309
neos-1171737.mps  -195
neos-1223462.mps  -751.0000001
neos-1324574.mps  8
neos-1330346.mps  8
neos-1337307.mps  -202319
neos-1354092.mps  46
neos-1367061.mps  31320456.26
neos-1396125.mps  3000.045337
neos-1420546.mps  23011.81329776996
neos-1420790.mps  3120.439334905983
neos-1423785.mps  21893.26
neos-1425699.mps  3179698977
neos-1430701.mps  -77
neos-1442119.mps  -181
neos-1445532.mps  -17041
neos-1445738.mps  -17380
neos-1445743.mps  -17905
neos-1445765.mps  -17783
neos-1456979.mps  176
neos-1516309.mps  35954
neos-1582420.mps  91
neos-1593097.mps  23136
neos-1599274.mps  32075.6
neos-1601936.mps  3
neos-1603965.mps  619244367.7
neos-1605061.mps  12
neos-2075418-temuka.mps  Infeasible
neos-2294525-abba.mps  321.1522319
neos-2328163-agri.mps  27674
neos-2624317-amur.mps  3.5223968
neos-2626858-aoos.mps  Infeasible
neos-2629914-sudost.mps  48180
neos-2652786-brda.mps  4.7924996
neos-2656603-coxs.mps  Infeasible
neos-2657525-crna.mps  1.810748
neos-2669500-cust.mps  2242
neos-2746589-doon.mps  2008.2
neos-2974461-ibar.mps  468906174.771
neos-2978193-inde.mps  -2.38806169
neos-2978205-isar.mps  -11.92580869
neos-2987202-jeir.mps  -1836136351
neos-2987310-joes.mps  -607702988.3
neos-2991472-kalu.mps  12
neos-3004026-krka.mps  0
neos-3009394-lami.mps  5.5
neos-3024952-loue.mps  26756
neos-3025225-shelon.mps  0.772727271
neos-3045796-mogo.mps  -175
neos-3046601-motu.mps  1459
neos-3046615-murg.mps  1600
neos-3048764-nadi.mps  -3883988306
neos-3065804-namu.mps  0
neos-3068746-nene.mps  61910283.68794999
neos-3072252-nete.mps  11807698
neos-3075395-nile.mps  6021720
neos-3083784-nive.mps  0
neos-3083819-nubu.mps  6307996
neos-3116779-oban.mps  0
neos-3118745-obra.mps  255
neos-3135526-osun.mps  Infeasible
neos-3148108-pahi.mps  0
neos-3208254-reiu.mps  -34897.00052514407
neos-3209462-rhin.mps  12
neos-3209519-ruhr.mps  467.5
neos-3211096-shag.mps  Infeasible
neos-3214367-sovi.mps  179965
neos-3216931-puriri.mps  71320
neos-3218348-suir.mps  Infeasible
neos-3226448-wkra.mps  0
neos-3229051-yass.mps  Unbounded
neos-3230376-yser.mps  Unbounded
neos-3230511-yuna.mps  Unbounded
neos-3230516-zala.mps  Unbounded
neos-3237086-abava.mps  0
neos-3283608-agout.mps  Unbounded
neos-3322547-alsek.mps  400.0
neos-3352863-ancoa.mps  28700
neos-3354841-apure.mps  48800
neos-3355120-tarago.mps  -11115965.664625322
neos-3355323-arnon.mps  NA
neos-3372571-onahau.mps  0.411055182
neos-3373491-avoca.mps  27449084632
neos-3381206-awhea.mps  453
neos-3402294-bobin.mps  0.06725
neos-3402454-bohle.mps  Infeasible
neos-3421095-cinca.mps  44269368.14
neos-3426085-ticino.mps  225
neos-3426132-dieze.mps  407
neos-3437289-erdre.mps  0
neos-3530903-gauja.mps  168
neos-3530905-gaula.mps  159
neos-3555904-turama.mps  -34.7
neos-3572885-glina.mps  0
neos-3581454-haast.mps  2295
neos-3592146-hawea.mps  15465800.72
neos-3594536-henty.mps  401224.0
neos-3603137-hoteo.mps  NA
neos-3610040-iskar.mps  37
neos-3610051-istra.mps  49
neos-3610173-itata.mps  147.9999999
neos-3611447-jijia.mps  107
neos-3611689-kaihu.mps  119
neos-3615091-sutlej.mps  -1048730.937912077
neos-3627168-kasai.mps  988585.62
neos-3631363-vilnia.mps  Infeasible
neos-3634244-kauru.mps  1398.014670518538
neos-3636886-kereu.mps  100001768.1
neos-3654993-kolva.mps  Unbounded
neos-3656078-kumeu.mps  -13172.2
neos-3660371-kurow.mps  2270.85
neos-3661949-lesse.mps  688995225
neos-3665875-lesum.mps  3274.81
neos-3672928-linge.mps  Unbounded
neos-3682128-sandon.mps  34666770
neos-3691541-lonja.mps  0.036086159868
neos-3695882-vesdre.mps  518.3505480226543
neos-3696678-lyvia.mps  83.74999996
neos-3699044-maipo.mps  Unbounded
neos-3699377-maori.mps  135877.2243
neos-3703351-marne.mps  317056.2104
neos-3709489-menik.mps  Unbounded
neos-3734794-moppy.mps  5900905695
neos-3740487-motru.mps  164.4691736839999
neos-3754224-navua.mps  157909.0677610051
neos-3754480-nidda.mps  12941.73839
neos-3755335-nizao.mps  50.03015653
neos-3759587-noosa.mps  48.33446777
neos-3761878-oglio.mps  422769.0225
neos-3762025-ognon.mps  607171.503
neos-3988577-wolgan.mps  Infeasible
neos-4165869-wannon.mps  293
neos-4230265-orari.mps  81765.21022354232
neos-4232544-orira.mps  17540506.0
neos-4260495-otere.mps  5290
neos-4264598-oueme.mps  6038453.676499
neos-4285819-pedja.mps  89.50319072956324
neos-4290317-perth.mps  3017259.469804598
neos-4292145-piako.mps  29160.50026450142
neos-4295773-pissa.mps  0.038307191
neos-4300652-rahue.mps  2.1416
neos-4306827-ravan.mps  10186.57304
neos-4321076-ruwer.mps  2135.2
neos-4322846-ryton.mps  0.41984836
neos-4332801-seret.mps  279835.505
neos-4332810-sesia.mps  21849.76238
neos-4333464-siret.mps  24.78581995
neos-4333596-skien.mps  -14610731.01
neos-4335793-snake.mps  27
neos-4338804-snowy.mps  1471
neos-4343293-stony.mps  46.38468272
neos-4355351-swalm.mps  33.45757454008309
neos-4358725-tagus.mps  4206.140099965
neos-4359986-taipa.mps  69.8
neos-4360552-sangro.mps  -8.0
neos-4382714-ruvuma.mps  Infeasible
neos-4387871-tavua.mps  33.38472993
neos-4391920-timok.mps  0.005455408
neos-4393408-tinui.mps  375.4980724
neos-4408804-prosna.mps  1306
neos-4409277-trave.mps  3
neos-4413714-turia.mps  45.37016702
neos-4477313-unzha.mps  Unbounded
neos-4531126-vouga.mps  525030.8846192999
neos-4532248-waihi.mps  61.6
neos-4533806-waima.mps  4870
neos-4535459-waipa.mps  26040609.0
neos-4545615-waita.mps  6311.0
neos-4555749-wards.mps  3759
neos-4562542-watut.mps  5684
neos-4647027-thurso.mps  27407.32689999996
neos-4647030-tutaki.mps  27265.706
neos-4647032-veleka.mps  27214.4801
neos-4650160-yukon.mps  59.88499999
neos-4703857-ahuroa.mps  7868280750
neos-4722843-widden.mps  25009.66223
neos-4724674-aorere.mps  8609.196089
neos-4736745-arroux.mps  247345269.5
neos-4738912-atrato.mps  283627956.6
neos-4754521-awarau.mps  0
neos-4760493-puerua.mps  2665.457736
neos-4763324-toguru.mps  1613.038846
neos-4797081-pakoka.mps  0
neos-4805882-barwon.mps  3010
neos-480878.mps  492.5144493
neos-4954274-beardy.mps  20946.48
neos-4954340-beaury.mps  Unbounded
neos-4954357-bednja.mps  Unbounded
neos-4954672-berkel.mps  2612710
neos-4960896-besbre.mps  Unbounded
neos-4966126-blavet.mps  Unbounded
neos-4966258-blicks.mps  556
neos-4972437-bojana.mps  427
neos-4972461-bolong.mps  534
neos-4976951-bunnoo.mps  454
neos-4984115-canche.mps  -9946659.921
neos-498623.mps  16.6
neos-5013590-toitoi.mps  3772.45275
neos-5018451-chiese.mps  -147988824.8
neos-503737.mps  50
neos-5041756-cobark.mps  Unbounded
neos-5041822-cockle.mps  5724245.704467608
neos-5044663-wairoa.mps  4654500.0
neos-5045105-creuse.mps  20.57142909929996
neos-5049753-cuanza.mps  561.9999972
neos-5051588-culgoa.mps  134.5
neos-5052403-cygnet.mps  182
neos-5075914-elvire.mps  323.8387874
neos-5076235-embley.mps  2362
neos-5078479-escaut.mps  9682.338179
neos-5079731-flyers.mps  2440
neos-5081619-ganges.mps  Unbounded
neos-5083528-gimone.mps  0
neos-5093327-huahum.mps  6259.999997
neos-5100895-inster.mps  3132
neos-5102383-irwell.mps  2210
neos-5104907-jarama.mps  935
neos-5106984-jizera.mps  821
neos-5107597-kakapo.mps  3645
neos-5108386-kalang.mps  730
neos-5114902-kasavu.mps  655
neos-5115478-kaveri.mps  1234
neos-5116085-kenana.mps  602
neos-5118834-korana.mps  757
neos-5118851-kowhai.mps  1376
neos-5123665-limmat.mps  730
neos-5125849-lopori.mps  0
neos-5129192-manaia.mps  0
neos-5138690-middle.mps  739
neos-5140963-mincio.mps  14393
neos-5149806-wieprz.mps  21
neos-5151569-mologa.mps  686761063.8031197
neos-5157194-moruya.mps  Infeasible
neos-5178119-nalagi.mps  22.74
neos-5182409-nasivi.mps  301.9999999
neos-5188808-nattai.mps  0.110283623
neos-5189128-totara.mps  6459882.26
neos-5192052-neckar.mps  -11670000
neos-5193246-nerang.mps  0.038219762
neos-5195221-niemur.mps  0.003835433
neos-5196530-nuhaka.mps  0.006821675
neos-520729.mps  -1385000
neos-5221106-oparau.mps  55.5399999999997
neos-5223573-tarwin.mps  0.1058
neos-5251015-ogosta.mps  0.1058
neos-525149.mps  60.99999999
neos-5260764-orauea.mps  82593.16769
neos-5261882-treska.mps  51614.874
neos-5266653-tugela.mps  65505.2005752763
neos-5273874-yomtsa.mps  0
neos-555001.mps  1210625
neos-555343.mps  1512800
neos-555424.mps  1286800
neos-555884.mps  1232700
neos-565672.mps  90693.54954
neos-574665.mps  5761665.217
neos-578379.mps  0
neos-585192.mps  461.1797
neos-585467.mps  399.3739
neos-595904.mps  64829.59
neos-619167.mps  1.664893619
neos-631517.mps  11490666.67
neos-631710.mps  203
neos-633273.mps  6996841098
neos-662469.mps  184380
neos-686190.mps  6730
neos-691058.mps  297
neos-738098.mps  -1099
neos-780889.mps  3421500
neos-787933.mps  30
neos-799711.mps  -11170211.73
neos-799716.mps  4932670.662
neos-807639.mps  454.2
neos-820879.mps  25468
neos-824661.mps  33
neos-826224.mps  121
neos-826650.mps  29
neos-827015.mps  2.31958979
neos-827175.mps  112.00152
neos-829552.mps  2.31958979
neos-831188.mps  2.61377462
neos-848198.mps  51797.0
neos-848589.mps  2351.4031
neos-850681.mps  2472
neos-859770.mps  Infeasible
neos-860300.mps  3201
neos-872648.mps  48.60790603
neos-873061.mps  113.6562385
neos-876808.mps  169795.2599
neos-885086.mps  -243
neos-885524.mps  12320.092
neos-911970.mps  54.76
neos-913984.mps  1000
neos-914441.mps  9347772
neos-932721.mps  52030
neos-933562.mps  18
neos-933638.mps  276
neos-933966.mps  318
neos-935234.mps  2432
neos-935769.mps  3010
neos-941313.mps  9361
neos-948346.mps  -227.6
neos-950242.mps  4
neos-952987.mps  Infeasible
neos-953928.mps  -99.90444444
neos-954925.mps  -237.7688889
neos-956971.mps  -237.7688889
neos-957143.mps  -237.7688889
neos-957323.mps  -237.7566815
neos-960392.mps  -238
neos-983171.mps  2360
neos16.mps  446
neos17.mps  0.150002577
neos18.mps  16
neos2.mps  454.864697
neos22.mps  779715
neos4.mps  -48603440751
neos5.mps  15
neos6.mps  83
neos8.mps  -3719
neos859080.mps  Infeasible
neos9.mps  798
net12.mps  214
netdiversion.mps  242
newdano.mps  65.66666666
nexp-150-20-1-5.mps  66
nexp-150-20-8-5.mps  231
nexp-50-20-1-1.mps  29
nexp-50-20-4-2.mps  71
nh97_potential.mps  1418
nh97_tension.mps  1418
nj1.mps  NA
nj2.mps  NA
nj3.mps  NA
no-ip-64999.mps  Infeasible
no-ip-65059.mps  Infeasible
noswot.mps  -41.00000885
npmv07.mps  104809812543.847
ns1111636.mps  162
ns1116954.mps  0
ns1208400.mps  2
ns1430538.mps  88
ns1456591.mps  988.1405440676191
ns1631475.mps  11100
ns1644855.mps  -1524.333333
ns1679495.mps  2642035.198713481
ns1690781.mps  -927.025889150118
ns1760995.mps  -549.2143851
ns1828997.mps  7.99999999999967
ns1830653.mps  20622
ns1849932.mps  638.0
ns1856153.mps  34.16346179965939
ns1904248.mps  37.01762611059417
ns1905797.mps  NA
ns1952667.mps  0
ns2034125.mps  190021
ns2071214.mps  507
ns2122698.mps  68749.99988531263
ns2124243.mps  77460
ns4-pr6.mps  29314
ns930473.mps  821466
nsa.mps  120
nsr8k.mps  18011358.0
nsrand-ipx.mps  51200
nu120-pr12.mps  42215
nu120-pr9.mps  24945
nu25-pr12.mps  53905
nu4-pr9.mps  35520
nucorsav.mps  NA
nursesched-medium-hint03.mps  115
nursesched-medium04.mps  237
nursesched-sprint-hidden09.mps  338
nursesched-sprint-late03.mps  48
nursesched-sprint02.mps  58
nw04.mps  16862
ofi.mps  6155380000
ofi2.mps  6153907911
oocsp-racks030e6cci.mps  0
oocsp-racks030f7cci.mps  Infeasible
opm2-z10-s4.mps  -33269
opm2-z12-s8.mps  -58540
opm2-z6-s1.mps  -6202
opm2-z7-s8.mps  -11242
opm2-z8-s0.mps  -15775
opt1217.mps  -16
osorio-cta.mps  0.0289392
p0201.mps  7615
p200x1188c.mps  15078
p2m2p1m1p0n100.mps  Infeasible
p500x2988.mps  71836
p500x2988c.mps  15215
p500x2988d.mps  6
pb-fit2d.mps  -20425
pb-gfrd-pnc.mps  8890
pb-grow22.mps  -415243.0
pb-market-split8-70-4.mps  NA
peg-solitaire-a3.mps  1
pg.mps  -8674.342607
pg5_34.mps  -14339.35345
physiciansched3-3.mps  2623271.327
physiciansched3-4.mps  1480386.747
physiciansched5-3.mps  21100
physiciansched6-1.mps  28500.99999
physiciansched6-2.mps  49324
pigeon-08.mps  -7000
pigeon-10.mps  -9000
pigeon-13.mps  -12000
pigeon-16.mps  -15000
pigeon-20.mps  -19000
piperout-03.mps  74982
piperout-08.mps  125055
piperout-27.mps  8124
piperout-d20.mps  29948
piperout-d27.mps  8124
pizza27i.mps  701882
pizza78i.mps  564039
pk1.mps  11
polygonpack3-15.mps  -54680307.392604
polygonpack4-10.mps  -53594065.703
polygonpack4-15.mps  -63613612.41121812
polygonpack4-7.mps  -51837707.95034043
polygonpack5-15.mps  -54950356.2656221
ponderthis0517-inf.mps  Infeasible
probportfolio.mps  16.73424676
prod1.mps  -56
prod2.mps  -62
proteindesign121hz512p19.mps  3382.0
proteindesign121hz512p9.mps  1473
proteindesign121pgb11p9.mps  1209
proteindesign122trx11p8.mps  1747
pw-myciel4.mps  10
pythago7824.mps  0
pythago7825.mps  NA
qap10.mps  340
qiu.mps  -132.873137
qnet1.mps  16029.69268
qnet1_o.mps  16029.69268
queens-30.mps  -40
r4l4-02-tree-bounds-50.mps  499258899.0000008
r50x360.mps  1653
radiationm18-12-05.mps  17566
radiationm40-10-02.mps  155328
rail01.mps  -70.5699643
rail02.mps  -200.4499077
rail03.mps  -867.0939654
rail507.mps  174
railway_8_1_0.mps  400
ramos3.mps  186.0
ran12x21.mps  3664
ran13x13.mps  3252
ran14x18-disj-8.mps  3712
rd-rplusc-21.mps  165395.2753
reblock115.mps  -36800603.23
reblock166.mps  -600052168.9
reblock354.mps  -39280521.23
reblock420.mps  -517793000
rentacar.mps  30356760.98
rfds-4-days.mps  -1126397.23187544
rlp1.mps  15
rmatr100-p10.mps  423
rmatr100-p5.mps  976
rmatr200-p10.mps  2017
rmatr200-p20.mps  837
rmatr200-p5.mps  4521
rmine11.mps  -2508.404144
rmine13.mps  -3495.3706624382535
rmine15.mps  -5018.819990999996
rmine21.mps  -10618.75083837232
rmine25.mps  -15541.66928749976
rocI-3-11.mps  -50403
rocI-4-11.mps  -6020203
rocII-10-11.mps  -11.788306728252564
rocII-5-11.mps  -6.675504732
rocII-8-11.mps  -8.739845350261154
rococoB10-011000.mps  19449
rococoC10-001000.mps  11460
rococoC11-010100.mps  20889
rococoC11-011100.mps  20889
rococoC12-010001.mps  34045
roi2alpha3n4.mps  -63.20849503
roi5alpha10n8.mps  -52.32227435
